O1,H1,L1,C1,V1,O2,H2,L2,C2,V2,O3,H3,L3,C3,V3,O4,H4,L4,C4,V4,O5,H5,L5,C5,V5,O6,H6,L6,C6,V6,O7,H7,L7,C7,V7,O8,H8,L8,C8,V8
323.55,324.46,321.79,322.58,1246,41995.02,42018.33,41772.12,41931.12,2315,18.621,18.626,18.479,18.555,1496,2977.9,2979.76,2949.89,2971.51,4027,16.091,16.102,15.988,16.079,1186,122.43,122.43,121.75,122.13,362,0.20752,0.20752,0.20621,0.20621,7,0.7993,0.7998,0.7954,0.7977,897
322.58,322.99,320.57,322.13,1343,41936.12,41971.62,41618.56,41752.34,2574,18.556,18.607,18.381,18.477,2024,2971.44,2975.92,2934.63,2945.45,4255,16.077,16.103,15.899,15.908,1363,122.13,122.19,120.48,120.88,663,0.20578,0.20578,0.20545,0.20552,7,0.7977,0.7988,0.7891,0.7919,1236
322.16,322.51,318.19,319,1527,41754.34,41844.51,40760.72,40924.12,4050,18.479,18.545,17.919,18.119,2687,2945.06,2950.92,2882.21,2895.6,5213,15.909,15.949,15.456,15.66,2212,120.87,121.01,116.66,117.7,1535,0.20567,0.20567,0.20373,0.20373,9,0.792,0.7934,0.7661,0.772,1995
319.02,319.62,310.98,312.81,2972,40927.12,41323.38,40848.8,41250.57,3247,18.118,18.36,18.03,18.279,2150,2895.25,2923.34,2881.88,2920.95,4994,15.661,15.871,15.592,15.791,1827,117.69,118.9,117.12,118.5,857,0.20392,0.20392,0.19982,0.20022,13,0.772,0.7819,0.7707,0.7777,1495
312.81,317.18,311.78,316.11,2077,41250.57,41250.57,40959.11,41111.44,2791,18.281,18.282,18.077,18.173,1890,2920.8,2920.9,2890.85,2906.69,4496,15.793,15.794,15.604,15.678,1625,118.51,118.51,117.04,117.7,500,0.19999,0.20233,0.19999,0.20188,9,0.7778,0.7779,0.77,0.7739,1160
316.11,316.14,313.08,314.22,1500,41111.44,41262.92,41027.23,41116.41,2370,18.176,18.302,18.14,18.151,1818,2907.22,2917.32,2899.42,2903.01,4496,15.679,15.762,15.63,15.646,1486,117.7,117.97,116.82,116.91,471,0.20184,0.20184,0.2007,0.20097,9,0.7739,0.7786,0.7727,0.7749,1135
314.24,316.44,313.89,314.19,1573,41116.41,41152.94,40857.96,40861.44,2885,18.152,18.189,18.006,18.006,2075,2903.01,2907.2,2882.61,2886.09,4934,15.649,15.757,15.547,15.547,1686,116.79,117,115.41,115.42,630,0.20158,0.20178,0.20108,0.20136,8,0.7748,0.7751,0.766,0.766,1434
314.2,314.22,311.47,311.64,1860,40873.44,41121.04,40862.67,40879.28,2759,18.006,18.248,18.006,18.166,2305,2886.09,2916.12,2885.53,2902.08,4429,15.549,15.76,15.548,15.68,1888,115.47,116.85,115.47,116.39,596,0.20071,0.20071,0.19891,0.19891,10,0.7663,0.7729,0.7625,0.7648,1705
311.75,315.42,311.59,313.86,1930,40871.78,40918.54,40058.72,40622.76,4005,18.161,18.201,17.796,18.118,2777,2901.96,2906.75,2852.06,2884.79,5653,15.677,15.824,15.44,15.711,2565,116.39,116.39,114.37,116.26,1272,0.19949,0.20031,0.19935,0.1997,9,0.7647,0.7666,0.7485,0.7661,1995
313.87,314.19,308.71,314.15,3054,40622.76,40779.07,40474.6,40692.38,2509,18.117,18.216,18.05,18.19,1781,2884.8,2900.4,2875.82,2894.27,3766,15.717,15.731,15.553,15.683,1357,116.26,116.87,115.73,116.77,596,0.1992,0.1992,0.19649,0.19872,13,0.766,0.7702,0.7629,0.7674,1381
314.19,315.33,312.59,314.85,1809,40631.88,40692.03,40403.75,40603.3,1864,18.169,18.204,18.014,18.121,1024,2867.58,2891.44,2867.58,2887.18,3467,15.674,15.684,15.524,15.555,815,116.55,116.84,115.67,116.27,583,0.19854,0.19886,0.19716,0.19882,8,0.7681,0.7701,0.7627,0.7677,973
314.97,315.52,312.87,314.75,1056,40603.3,40729.61,40548.55,40648.33,1396,18.122,18.242,18.121,18.191,1022,2887.26,2899.56,2877.94,2889.99,4207,15.554,15.686,15.554,15.601,1192,116.29,116.75,116.02,116.08,676,0.19845,0.19845,0.19702,0.19844,7,0.7676,0.7721,0.7666,0.767,972
314.73,315.74,313.48,314.05,1189,40648.33,40778.32,40612.81,40658.8,1822,18.19,18.244,18.13,18.131,1282,2889.94,2900.96,2887.53,2889.16,3841,15.602,15.662,15.573,15.573,1000,116.06,116.36,115.69,115.75,408,0.1997,0.1997,0.19887,0.19887,5,0.7672,0.7701,0.7659,0.766,910
314.05,314.37,312.75,312.79,1051,40651.3,40692.23,40367.05,40458.49,2292,18.132,18.171,17.997,18.058,1860,2889.16,2896.54,2873.04,2878.17,4330,15.573,15.601,15.469,15.49,1697,115.74,116.04,114.7,115.26,451,0.19838,0.19883,0.19805,0.19805,5,0.7659,0.7672,0.7589,0.7609,1361
312.81,313.02,309.74,310.62,1282,40458.99,40626.17,40306.38,40590.81,2395,18.06,18.21,17.959,18.122,1968,2878.16,2893.04,2861.34,2882.24,4492,15.498,15.681,15.452,15.659,1864,115.26,116.27,114.9,116.05,554,0.19784,0.19793,0.19566,0.19566,7,0.761,0.7748,0.761,0.7726,1746
310.64,312.6,309.15,311.9,1506,40590.81,40680.77,40368.18,40523.27,2102,18.121,18.314,18.039,18.162,1818,2882.23,2893.62,2871.06,2886.23,4337,15.658,15.743,15.573,15.71,1444,116.07,116.84,115.72,116.37,602,0.19637,0.19731,0.19575,0.19731,10,0.7726,0.7768,0.7678,0.7737,1516
311.9,313.32,310.91,312.26,1113,40518.27,40618.73,40370.42,40618.73,2111,18.163,18.19,18.037,18.187,1694,2886.36,2892.4,2868.75,2892.31,3918,15.709,15.751,15.615,15.751,1372,116.24,116.5,115.5,116.5,343,0.1975,0.1978,0.19674,0.19778,8,0.7738,0.7793,0.772,0.7788,1327
312.28,313.42,311.01,313.42,1066,40618.73,40956.67,40618.69,40862.77,3022,18.189,18.361,18.187,18.349,1747,2892.46,2919.57,2890.35,2913.22,4507,15.75,15.862,15.738,15.846,1511,116.5,117.29,116.5,116.89,548,0.19739,0.19796,0.197,0.19796,7,0.7789,0.7851,0.7789,0.7832,1520
313.44,315.51,313.21,315.45,1619,40862.77,40928.45,40681.94,40745.66,1675,18.35,18.38,18.253,18.308,1179,2913.37,2921.09,2902.14,2906.19,3157,15.845,15.877,15.786,15.846,1172,116.81,117.09,116.27,116.65,461,0.19858,0.19955,0.19848,0.19955,8,0.7832,0.7851,0.7796,0.7815,1151
315.43,315.79,313.49,314.33,752,40750.96,40797.44,40671.85,40733.46,1314,18.313,18.317,18.233,18.254,1069,2906.24,2907.24,2895.45,2901.02,2838,15.845,15.846,15.784,15.804,796,116.64,116.64,116.27,116.46,168,0.19941,0.19946,0.1987,0.19905,5,0.7813,0.7817,0.7777,0.7788,770
314.35,314.4,312.76,313.04,515,40733.46,40796.18,40599.8,40701.43,1224,18.254,18.386,18.232,18.363,1060,2901.13,2914.71,2897.12,2908.72,3154,15.805,15.877,15.784,15.846,931,116.45,116.79,116.22,116.22,160,0.19898,0.1995,0.19898,0.1995,4,0.7789,0.7817,0.7762,0.7784,751
313.04,313.81,312.04,313.39,582,40701.43,40763.7,40605.97,40724.86,1105,18.364,18.423,18.3,18.401,982,2908.42,2911.47,2900.24,2906.3,3177,15.846,15.914,15.797,15.865,932,116.24,116.48,115.84,116.4,231,0.19919,0.19966,0.19875,0.19966,5,0.7785,0.7836,0.7767,0.7816,715
313.39,314.05,312.44,313.51,517,40724.86,40809.43,40623.41,40809.2,1092,18.401,18.485,18.349,18.484,988,2906.87,2908.73,2893.41,2903.6,2601,15.864,15.904,15.794,15.845,924,116.39,116.59,115.87,116.5,167,0.19922,0.19995,0.19897,0.19986,5,0.7815,0.7845,0.7801,0.7839,663
313.51,313.84,312.27,313.5,519,40809.46,40813.2,40508.14,40585.95,1378,18.483,18.488,18.329,18.351,1151,2903.61,2905.33,2875.65,2880.77,3049,15.845,15.856,15.715,15.754,1004,116.55,116.67,115.72,115.95,268,0.20027,0.20044,0.19989,0.19995,4,0.784,0.7841,0.7773,0.7797,710
313.52,313.61,311.63,312.64,594,40585.95,40656.57,40530.14,40652.08,978,18.349,18.372,18.241,18.32,1013,2880.77,2896.35,2880.14,2894.79,2754,15.755,15.811,15.752,15.799,939,115.96,116.72,115.96,116.71,293,0.20045,0.20045,0.19945,0.19957,5,0.7797,0.7841,0.7782,0.7833,632
312.72,313.56,311.84,313.55,490,40669.08,40733.93,40597.62,40644.62,1406,18.317,18.382,18.285,18.332,1076,2894.12,2902.28,2892.33,2897.51,3056,15.799,15.867,15.792,15.851,872,116.72,116.96,116.53,116.95,284,0.19981,0.19999,0.19932,0.19999,4,0.7833,0.7875,0.7819,0.7862,544
313.58,313.9,312.61,313.35,680,40644.62,40706.03,40592.26,40642.68,1196,18.333,18.38,18.295,18.333,958,2897.39,2907.47,2895.03,2898.3,2872,15.852,15.89,15.82,15.841,877,116.87,117.41,116.4,116.74,310,0.20033,0.20086,0.19985,0.20043,5,0.7861,0.7936,0.7846,0.7914,1098
313.35,313.92,313.02,313.68,545,40642.68,40771.06,40632.68,40728.49,1267,18.333,18.397,18.33,18.386,1080,2898.66,2913.95,2897.29,2906.91,3128,15.842,15.933,15.84,15.922,1053,116.48,117.15,116.48,117.15,263,0.20073,0.20098,0.20073,0.20087,5,0.7914,0.7979,0.7912,0.7949,802
313.68,315.21,313.22,315,662,40726.99,40806.93,40581.6,40634.95,1450,18.387,18.529,18.346,18.404,1338,2906.95,2917.2,2896.77,2902.35,3364,15.922,16.016,15.844,15.854,1191,117.16,117.45,116.52,116.68,191,0.20071,0.20153,0.20071,0.20153,5,0.7949,0.8,0.7925,0.7941,804
315,316.09,313.36,313.95,905,40634.95,40751.7,40588.35,40719.95,1371,18.405,18.456,18.352,18.418,1071,2902.34,2913.62,2896.75,2911.59,3384,15.853,15.945,15.829,15.915,966,116.69,122.76,116.65,120.98,501,0.20164,0.20231,0.20094,0.20094,6,0.794,0.7977,0.792,0.797,720
313.95,316.78,313.53,316.65,1013,40712.45,40786.7,40695.45,40714.38,1144,18.42,18.481,18.409,18.432,906,2911.5,2921.85,2909.96,2910.38,2556,15.914,15.944,15.904,15.904,862,120.98,121.06,118.91,119.52,771,0.20109,0.20224,0.20109,0.20224,5,0.7971,0.7978,0.7913,0.7914,586
316.48,317.62,316.15,316.76,586,40711.95,40975.99,40711.38,40837.95,1810,18.443,18.58,18.443,18.496,1425,2910.39,2944.38,2910.38,2936.03,4015,15.906,16.037,15.902,15.97,1159,118.72,119.42,118.05,118.96,776,0.20226,0.20226,0.20204,0.20216,5,0.791,0.7954,0.7906,0.7907,811
316.8,318.58,315.95,318.07,1019,40838.2,40896.73,40779.46,40896.21,1410,18.496,18.516,18.472,18.504,1096,2936.04,2937.92,2925.3,2935.42,3104,15.973,15.983,15.912,15.934,839,118.97,119.16,118.5,119.05,161,0.20265,0.20357,0.20265,0.20357,6,0.7907,0.7907,0.786,0.7893,856
318.08,318.34,316.72,317.76,649,40896.21,40939.89,40811.38,40811.38,1220,18.505,18.552,18.485,18.485,786,2935.5,2936.05,2921.24,2921.24,3257,15.935,15.972,15.933,15.933,827,119.04,119.71,119.02,119.06,218,0.20334,0.20334,0.20241,0.20241,4,0.7893,0.7916,0.7879,0.7881,544
317.78,318.36,317.26,317.28,600,40811.38,40833.64,40718.55,40771.85,1291,18.484,18.484,18.326,18.337,1091,2921.24,2921.66,2907.43,2915.17,2623,15.933,15.933,15.821,15.835,1058,119.05,119.41,118.55,118.71,364,0.20242,0.20262,0.20219,0.20219,5,0.788,0.7882,0.7825,0.7829,637
317.3,317.43,315.34,315.95,794,40771.85,40874.43,40620.1,40620.1,1266,18.337,18.423,18.31,18.31,1083,2915.14,2924.02,2902.46,2903.24,2605,15.835,15.898,15.784,15.784,1078,118.71,118.85,117.92,117.92,465,0.2015,0.20174,0.20096,0.20096,4,0.783,0.788,0.7827,0.7835,675
315.96,316.88,315.22,315.44,786,40629.1,40669.53,40292.66,40345.88,2579,18.31,18.31,18.128,18.15,1787,2903.46,2906.93,2883.05,2891.96,4002,15.778,15.785,15.664,15.7,1791,117.92,118.47,117.13,118.11,540,0.20096,0.20172,0.20096,0.20114,5,0.7834,0.7848,0.7726,0.7735,1293
315.48,315.62,312.8,313.47,1843,40345.88,40408.89,40096.63,40311.74,2933,18.151,18.202,18.032,18.143,2156,2891.63,2893.74,2868.55,2886.03,4931,15.699,15.721,15.572,15.65,2012,118.1,118.8,117.11,117.88,825,0.20052,0.20052,0.19879,0.19879,8,0.7734,0.785,0.7677,0.7745,1515
313.49,314.97,312.57,313.98,2259,40314.24,40563.29,40272.74,40455.68,2407,18.143,18.305,18.128,18.296,1569,2885.52,2908.23,2883.16,2903.44,4103,15.651,15.752,15.641,15.709,1299,117.89,119.52,117.89,119.44,433,0.19882,0.19882,0.19797,0.19801,9,0.7745,0.7791,0.7737,0.7772,1164
314,315.87,313.93,315.03,1719,40451.68,40488,40322.42,40465.54,2118,18.295,18.31,18.204,18.257,1293,2903.49,2904.12,2888.72,2898.46,3603,15.708,15.741,15.65,15.73,1210,119.43,121.06,118.74,120.37,515,0.19831,0.19934,0.19831,0.19914,6,0.7773,0.7779,0.7742,0.7761,821
315.05,315.84,313.86,315.35,1158,40465.54,40546.48,40182.49,40236.54,2969,18.256,18.283,18.097,18.129,1751,2898.46,2905.56,2875.35,2881.99,4757,15.729,15.75,15.576,15.597,1750,120.37,121.29,118.59,118.91,654,0.19866,0.1996,0.19866,0.1996,6,0.7762,0.7778,0.7691,0.7701,1211
315.36,316.47,312.99,313.72,1699,40235.04,40494.88,40212.54,40483.85,2419,18.13,18.361,18.126,18.357,1765,2882,2904.99,2880.96,2903.43,4044,15.598,15.724,15.596,15.719,1471,118.97,120.27,118.93,120.27,456,0.19967,0.19967,0.19798,0.19798,9,0.7702,0.7786,0.77,0.7784,982
313.72,316.43,313.41,316.31,1287,40467.85,40503.78,40219.19,40230.11,2588,18.352,18.363,18.162,18.178,1863,2903.94,2906.75,2861.44,2863.88,4335,15.72,15.743,15.488,15.498,1522,120.26,120.46,118.17,118.18,555,0.1983,0.19891,0.1983,0.19891,6,0.7784,0.7794,0.7738,0.7744,1121
316.32,316.6,313.48,313.78,1471,40221.61,40766.49,39612.09,40592.75,4870,18.173,18.35,17.601,18.217,3474,2863.44,2865.68,2791.72,2855.47,5878,15.497,15.653,15.097,15.562,3282,118.09,119.21,115.09,118.57,1848,0.1987,0.19884,0.19709,0.19709,8,0.7743,0.7803,0.7608,0.774,2728
313.78,315.13,307.76,313.49,2924,40599.25,40622.31,39846.31,39996.75,4313,18.21,18.225,17.824,17.923,2647,2855.47,2857.99,2802.1,2812.53,5378,15.562,15.573,15.146,15.238,2267,118.6,118.6,115.65,116.14,870,0.19622,0.19778,0.1939,0.19728,16,0.774,0.7754,0.7632,0.7664,1674
313.5,313.56,307.27,309.79,2722,39999.25,40018.65,39491.15,39596.06,4734,17.921,17.921,17.667,17.677,2818,2812.53,2819.58,2769.23,2774.83,5715,15.237,15.259,15.051,15.076,2421,116.14,116.23,114.27,114.4,1307,0.19708,0.19708,0.19467,0.19467,11,0.7665,0.7665,0.7536,0.7545,2035
309.81,310.04,306.18,306.6,3408,39598.56,40424.72,39418.32,40202.82,4523,17.678,18.117,17.603,17.955,2670,2774.83,2824.93,2761.03,2805.27,5837,15.077,15.471,15.014,15.436,2495,114.44,117.17,113.76,116.33,1490,0.19523,0.19523,0.19218,0.19218,14,0.7542,0.769,0.7512,0.7624,2198
306.6,312.48,305.71,310.04,3422,40204.24,40406.16,39914.07,40055.35,3599,17.956,18.026,17.741,17.846,2211,2805.42,2820.32,2784.75,2796.41,5224,15.432,15.473,15.204,15.286,1824,116.18,116.8,114.9,115.57,799,0.19235,0.19446,0.192,0.19393,14,0.7623,0.765,0.7564,0.7611,1784
310.05,311.21,306.66,307.95,2464,40053.85,40375.79,39934.36,40062.58,3710,17.844,18.01,17.805,17.869,2276,2796.28,2812.1,2774.55,2785.01,5126,15.284,15.388,15.218,15.277,1952,115.58,116.37,115.13,115.46,900,0.19376,0.19451,0.19241,0.1925,11,0.7611,0.7651,0.7583,0.7608,1810
307.97,309.91,307.12,308.08,2536,40060.58,40122.51,39907.35,39987.14,3589,17.869,17.883,17.768,17.785,2007,2785.17,2794.1,2769.38,2773.8,5288,15.278,15.29,15.203,15.226,1692,115.47,115.93,114.97,115.37,938,0.19281,0.19357,0.19272,0.19276,12,0.7609,0.7615,0.7561,0.7573,1392
308.08,309,307.24,308.07,2243,39989.64,40040.98,39781.3,40021.54,3261,17.781,17.848,17.673,17.836,2084,2773.29,2777.52,2751.03,2773.07,4263,15.223,15.229,15.083,15.218,1760,115.36,115.72,114.74,115.72,908,0.19214,0.19214,0.19133,0.19133,10,0.7572,0.7594,0.753,0.7588,1189
308.1,308.86,306.44,308.75,2097,40021.54,40240.95,40017.55,40171.6,2597,17.835,17.978,17.835,17.954,1604,2772.98,2799.69,2772.98,2795.68,4980,15.221,15.359,15.221,15.328,1445,115.78,116.67,115.78,116.36,525,0.19155,0.19218,0.19043,0.19157,10,0.7588,0.7665,0.7588,0.7652,1013
308.77,311.71,308.77,311.34,1414,40169.6,40355.43,40043.17,40299.43,2472,17.955,17.99,17.841,17.97,1473,2795.74,2812.28,2781.65,2808.14,4559,15.327,15.401,15.264,15.39,1186,116.37,116.38,115.66,116.05,773,0.19203,0.19377,0.19203,0.19376,9,0.7653,0.7695,0.7622,0.7694,1079
311.34,312.52,310.24,312.38,1203,40302.93,40308.55,40062.15,40183.05,2351,17.971,18.017,17.877,17.98,1558,2808.15,2808.68,2784.35,2795.94,4494,15.389,15.393,15.275,15.339,1296,116.04,116.18,115.21,115.9,444,0.19384,0.19459,0.19343,0.19459,8,0.7695,0.7702,0.7663,0.7686,991
312.38,313.04,310.72,312.15,996,40183.05,40248.35,39968.69,39991.13,2724,17.978,18.004,17.768,17.774,1734,2795.09,2801.27,2772.6,2774.44,4503,15.337,15.361,15.155,15.168,1407,115.93,116,114.41,114.51,333,0.1941,0.19488,0.19363,0.19459,9,0.7684,0.7689,0.7606,0.7624,1143
312.15,312.64,310.27,310.71,1130,39984.63,40181.05,39932.51,40105.55,2955,17.774,17.91,17.758,17.872,1818,2774.44,2807.48,2771.69,2796.53,4630,15.167,15.276,15.154,15.239,1450,114.45,115.23,114.35,115.08,649,0.19423,0.19465,0.19255,0.19255,9,0.7623,0.7686,0.7616,0.7675,1240
310.73,312.54,310.16,312.25,1699,40105.55,40136.17,39901.75,39988.46,1787,17.873,17.963,17.782,17.866,1183,2796.44,2803.75,2781.06,2786.81,3286,15.238,15.34,15.157,15.235,1084,115.09,115.8,114.63,115.22,400,0.19264,0.19358,0.19264,0.19357,10,0.7674,0.7728,0.7634,0.7695,810
312.25,312.37,310.35,311.36,736,39988.96,40094.68,39955.28,40011.7,1080,17.865,17.91,17.789,17.798,1011,2786.8,2800.45,2779.65,2781.96,2033,15.235,15.278,15.176,15.179,809,115.21,115.49,114.82,114.97,229,0.19328,0.19455,0.19328,0.19455,6,0.7695,0.7717,0.7689,0.7692,608
311.36,311.7,310.11,310.71,609,40007.61,40104.41,39975.38,40047.46,1346,17.761,17.855,17.732,17.818,1168,2776.65,2790.04,2772.97,2782.39,2860,15.128,15.243,15.116,15.212,1023,114.6,114.97,114.39,114.62,346,0.1935,0.19401,0.19348,0.19348,5,0.7854,0.7899,0.7826,0.7848,1370
310.01,311.26,309.18,310.64,1061,40042.96,40096.95,39962.69,39982.85,1326,17.812,17.875,17.78,17.781,1002,2781.81,2791.58,2774.15,2774.6,2951,15.211,15.244,15.148,15.155,849,114.45,114.87,114.27,114.31,429,0.19473,0.1964,0.19473,0.1964,7,0.7847,0.7853,0.7778,0.7817,989
310.63,311.3,309.03,309.46,834,39986.35,40216,39930.88,40187.62,1612,17.78,17.983,17.73,17.977,1221,2774.6,2799.82,2766.9,2799.63,3722,15.156,15.3,15.108,15.29,1195,114.33,115.18,113.85,115.14,576,0.1965,0.1965,0.19569,0.19569,5,0.7818,0.7918,0.7818,0.7866,1302
309.47,311.9,308.56,311.84,949,40187.62,40252.26,40158.12,40200.16,1093,17.976,18.065,17.961,18.042,1186,2799.45,2811.94,2796.25,2811.65,3252,15.289,15.314,15.244,15.283,1062,115.13,115.35,114.8,114.96,334,0.19658,0.19891,0.19658,0.19881,7,0.7867,0.7897,0.7829,0.7867,876
311.86,312.29,310.87,311.74,659,40200.16,40316.14,40173.67,40218.64,1144,18.043,18.12,18.03,18.054,1153,2811.65,2829.89,2809.94,2824.93,3226,15.281,15.386,15.27,15.32,1081,115.12,115.54,114.94,115.46,415,0.19854,0.19893,0.19838,0.19888,6,0.7867,0.7898,0.7828,0.7838,764
311.75,312.32,311.24,312.09,654,40213.14,40254.21,40079.22,40215.04,1236,18.053,18.057,17.965,18.032,1030,2824.93,2827.53,2812.72,2822.64,3268,15.311,15.333,15.259,15.332,969,115.41,115.5,114.95,115.44,683,0.19869,0.19933,0.19869,0.19933,6,0.7838,0.7851,0.7794,0.7851,551
312.08,312.18,310.74,311.84,586,40214.54,40214.54,40095.28,40194.16,966,18.031,18.031,17.958,17.997,689,2821.56,2821.56,2809.29,2814.25,3016,15.323,15.326,15.267,15.313,777,115.43,115.43,114.74,115.26,227,0.19908,0.19939,0.19882,0.19939,5,0.785,0.7869,0.781,0.7852,512
311.86,311.88,310.67,311.87,416,40194.16,40238.85,40163.86,40194.38,685,17.998,18.06,17.997,18.042,542,2814.34,2823.27,2813.36,2816.13,2247,15.313,15.368,15.303,15.355,708,115.28,115.7,115.28,115.5,66,0.19925,0.19956,0.19901,0.19956,5,0.7852,0.7885,0.784,0.7873,387
311.96,312.22,311.53,311.87,219,40194.38,40255.14,40090.69,40109.19,799,18.043,18.111,17.949,17.954,817,2816.13,2827.55,2801.9,2802.69,2488,15.355,15.478,15.314,15.323,674,115.69,116.12,115.5,115.62,146,0.1999,0.20001,0.19929,0.19979,5,0.7872,0.7926,0.7852,0.7852,577
311.87,312.63,310.87,311.13,492,40113.19,40191.95,40086.31,40144.36,912,17.956,18.018,17.941,17.987,903,2803.18,2811.53,2801.47,2807.68,1901,15.324,15.375,15.303,15.355,677,115.67,116.08,115.67,115.72,67,0.20038,0.20038,0.19926,0.19926,5,0.7853,0.7885,0.7849,0.787,444
310.58,312.22,310.58,311.69,453,40146.86,40292.47,40083.43,40287.97,1140,17.986,18.104,17.942,18.104,971,2807.57,2819.7,2795.66,2819.32,2551,15.354,15.425,15.302,15.422,927,115.72,116.33,115.56,116.33,154,0.19897,0.19897,0.19832,0.19832,4,0.787,0.7902,0.7842,0.7902,509
311.76,313.12,311.22,313.12,672,40289.97,40302.88,40166.75,40217.57,939,18.108,18.109,18.022,18.081,912,2819.32,2819.93,2807.93,2815.49,2375,15.424,15.465,15.37,15.454,839,116.29,116.29,115.9,116.17,55,0.19831,0.19946,0.19831,0.19946,6,0.7902,0.7905,0.7838,0.788,527
313.14,313.32,312.26,313.09,618,40223.57,40270.48,40170.24,40224.95,802,18.079,18.144,18.07,18.082,827,2815.46,2821.36,2809.74,2813.57,2058,15.455,15.485,15.411,15.43,738,116.19,116.2,115.51,115.91,111,0.19911,0.19918,0.19882,0.19918,5,0.788,0.7918,0.7868,0.7884,596
313.09,314.51,312.47,314.09,569,40227.45,40274.52,40172.16,40264.99,880,18.083,18.092,18.023,18.08,873,2813.61,2814.52,2800.12,2809.06,2330,15.431,15.455,15.372,15.439,735,116.02,116.02,115.52,115.88,171,0.19927,0.19956,0.199,0.19948,5,0.7885,0.7935,0.7878,0.7908,654
314.12,314.61,312.89,314.19,688,40270.95,40313.7,40220.29,40290.95,964,18.079,18.13,18.053,18.11,812,2809.06,2815.36,2802.08,2811.29,2029,15.438,15.479,15.4,15.46,726,115.88,115.92,115.67,115.9,60,0.19927,0.19956,0.19903,0.19956,4,0.7909,0.7919,0.7882,0.7911,579
314.21,315,313.81,314.79,771,40290.95,40468.74,40282.01,40387.97,1248,18.112,18.21,18.101,18.112,1412,2811.62,2825.46,2810.63,2820.3,2582,15.461,15.543,15.46,15.508,1055,115.92,116.69,115.92,116.17,163,0.19945,0.1995,0.19914,0.19947,6,0.791,0.7961,0.791,0.7939,737
314.8,315.67,314.3,315.11,988,40387.97,40446.97,40282.45,40319.8,996,18.114,18.155,18.063,18.081,1152,2820.08,2824.32,2806.67,2811.58,2408,15.509,15.53,15.449,15.481,941,116.19,116.3,115.87,116.16,151,0.19943,0.19987,0.19943,0.19981,5,0.7939,0.7944,0.7894,0.7908,542
315.11,315.62,313.81,314.5,657,40317.8,40362.95,40278.23,40308.55,653,18.081,18.1,18.04,18.081,936,2811.56,2817.3,2805.92,2815.52,2047,15.481,15.51,15.445,15.472,719,116.17,116.54,116.17,116.52,98,0.20031,0.20031,0.19974,0.20017,5,0.7908,0.7922,0.7891,0.7903,485
314.48,314.73,313.66,314.45,733,40304.55,40326.95,40193.13,40193.13,979,18.082,18.09,17.972,17.99,1111,2815.15,2819.86,2804.16,2805.34,3052,15.473,15.496,15.371,15.378,708,116.51,116.6,116.11,116.16,158,0.20007,0.20007,0.19949,0.19975,5,0.7903,0.7917,0.7843,0.7843,534
314.47,314.53,312.35,313.59,967,40193.13,40245.63,39933.49,40088.98,1685,17.989,18.075,17.868,17.962,1867,2805.06,2810.5,2775.95,2789.07,3729,15.375,15.424,15.267,15.329,1358,116.17,116.3,115.29,115.73,261,0.19963,0.19963,0.19906,0.19915,5,0.7844,0.7897,0.7808,0.7839,1041
313.57,314.06,311.94,313.39,1792,40079.48,40079.48,39888.58,40025.7,1748,17.958,17.965,17.838,17.907,1446,2788.71,2789.38,2772.66,2787.08,3106,15.328,15.33,15.22,15.285,1053,115.73,115.73,115.07,115.62,306,0.19932,0.19944,0.198,0.19841,8,0.7837,0.7839,0.7786,0.7832,839
313.39,313.55,311.55,313.55,1317,40025.7,40049.56,39899.15,39976.07,1338,17.908,17.931,17.816,17.866,845,2787.09,2790.34,2779.08,2785.86,3029,15.286,15.314,15.237,15.266,781,115.63,115.74,115.2,115.51,164,0.19752,0.19752,0.19666,0.19689,6,0.7833,0.7844,0.7759,0.7789,698
313.55,313.6,312.04,313.37,878,39976.07,40001.78,39779.79,39886.03,1601,17.866,17.881,17.687,17.767,1136,2785.91,2789.07,2760.11,2772.71,3773,15.267,15.284,15.108,15.176,1121,115.49,115.6,114.53,114.96,296,0.19728,0.19728,0.19659,0.19669,6,0.779,0.7801,0.7711,0.7749,901
313.4,314.23,311.21,312.58,1329,39888.03,40055.88,39810.17,39976.38,1529,17.765,17.872,17.712,17.818,978,2772.62,2784.31,2767.13,2777.74,2531,15.178,15.243,15.139,15.205,902,114.85,115.32,114.67,115.18,250,0.19706,0.19706,0.19502,0.19502,7,0.7748,0.7794,0.772,0.778,795
312.58,313.8,310.91,312.99,934,39976.38,40036.88,39657.31,39695.25,1491,17.819,17.842,17.418,17.452,1382,2777.9,2779.67,2715.63,2725.04,2946,15.206,15.228,14.934,14.95,1051,115.2,115.29,113.09,113.22,325,0.19495,0.19546,0.19456,0.19546,6,0.778,0.7796,0.765,0.7667,841
313.04,313.48,308.28,308.49,1054,39701.75,39867.45,39665.25,39794.52,2033,17.45,17.538,17.368,17.435,2013,2724.68,2732.04,2704.48,2714.73,4636,14.95,15.008,14.877,14.938,1795,113.22,113.53,112.58,112.94,572,0.19526,0.19535,0.19327,0.19327,7,0.7668,0.7703,0.7653,0.768,1301
